Close_price_lag_1,High_lag_1,Low_lag_1,Volume_lag_1,Trades_lag_1,kandle_size_lag_1,Taker_buy_base_asset_volume_lag_1,Taker_buy_quote_asset_volume_lag_1,Open_time_lag_1
2932.0,2940.0,2932.0,1.878,16,-7.0,1.271,3732.086,1722806100000
