Open time,Open price,High,Low,Close price,Volume,Close time,Quote asset volume,Trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore."
1722286800000,1050.10000000,1050.90000000,1041.80000000,1042.50000000,150.03100000,1722288599999,156681.31740000,119,92.15000000,96183.37490000,0
1722288600000,1041.80000000,1046.20000000,1033.00000000,1036.60000000,265.85000000,1722290399999,275773.07790000,196,123.71300000,128352.08750000,0
1722290400000,1038.20000000,1046.00000000,1035.20000000,1042.00000000,57.44400000,1722292199999,59732.89020000,105,23.94600000,24910.16370000,0
1722292200000,1042.60000000,1042.70000000,1034.90000000,1035.90000000,42.08900000,1722293999999,43656.95490000,84,22.08100000,22903.24600000,0
1722294000000,1036.40000000,1038.00000000,1025.60000000,1036.80000000,284.61100000,1722295799999,294443.83140000,223,32.93200000,34060.33230000,0
1722295800000,1036.90000000,1036.90000000,1031.30000000,1031.90000000,38.04700000,1722297599999,39336.72430000,86,19.52200000,20187.56640000,0
