Close_price_lag_1,High_lag_1,Low_lag_1,Volume_lag_1,Trades_lag_1,kandle_size_lag_1,Taker_buy_base_asset_volume_lag_1,Taker_buy_quote_asset_volume_lag_1,Open_time_lag_1
15955.14,15975.22,15940.58,6.5898,44,-5.069999999999709,2.5037,39985.726509,1722806100000
