Open time,Open price,High,Low,Close price,Volume,Close time,Quote asset volume,Trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore."
1722285900000,380982.00000000,380982.00000000,380237.00000000,380637.00000000,0.20953000,1722286799999,79735.75293000,157,0.09173000,34917.41518000,0
1722286800000,380687.00000000,381011.00000000,379500.00000000,379588.00000000,0.87190000,1722287699999,331421.86863000,289,0.22891000,87089.38349000,0
1722287700000,379501.00000000,379950.00000000,378810.00000000,379700.00000000,1.65991000,1722288599999,629394.92354000,293,0.39371000,149355.84656000,0
1722288600000,379699.00000000,380966.00000000,379628.00000000,380843.00000000,0.42896000,1722289499999,163203.61236000,192,0.30236000,115041.18040000,0
1722289500000,380956.00000000,381638.00000000,380171.00000000,381638.00000000,0.72803000,1722290399999,277184.89480000,259,0.44705000,170246.19233000,0
1722290400000,381508.00000000,381616.00000000,381135.00000000,381578.00000000,0.36429000,1722291299999,138945.93002000,185,0.14577000,55598.63138000,0
1722291300000,381579.00000000,381715.00000000,380685.00000000,380707.00000000,0.95869000,1722292199999,365610.63039000,253,0.35910000,136986.69024000,0
1722292200000,380601.00000000,380856.00000000,379786.00000000,380024.00000000,1.19181000,1722293099999,453055.92789000,307,0.91059000,346138.13325000,0
1722293100000,379897.00000000,379958.00000000,379323.00000000,379885.00000000,1.03147000,1722293999999,391585.22431000,214,0.51993000,197367.64802000,0
1722294000000,379845.00000000,380098.00000000,377000.00000000,377205.00000000,2.24962000,1722294899999,851263.59939000,527,0.96407000,364728.24671000,0
1722294900000,377111.00000000,378899.00000000,376400.00000000,378811.00000000,2.54865000,1722295799999,962041.10472000,540,1.31393000,496088.46435000,0
1722295800000,378852.00000000,379009.00000000,377200.00000000,377473.00000000,1.95141000,1722296699999,738077.89918000,451,0.43082000,162891.24893000,0
1722296700000,377549.00000000,378229.00000000,377400.00000000,377400.00000000,1.22139000,1722297599999,461370.30302000,302,0.51813000,195710.05830000,0
