Open time,Open price,High,Low,Close price,Volume,Close time,Quote asset volume,Trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore."
1722285900000,1051.30000000,1051.30000000,1049.40000000,1050.80000000,18.57000000,1722286799999,19505.24910000,35,9.07500000,9532.49970000,0
1722286800000,1050.10000000,1050.90000000,1041.80000000,1041.80000000,112.10100000,1722287699999,117111.63260000,73,72.99400000,76196.39570000,0
1722287700000,1044.60000000,1045.30000000,1041.80000000,1042.50000000,37.93000000,1722288599999,39569.68480000,46,19.15600000,19986.97920000,0
1722288600000,1041.80000000,1046.20000000,1037.60000000,1041.30000000,65.91000000,1722289499999,68681.89690000,72,34.26700000,35735.84760000,0
1722289500000,1040.60000000,1040.60000000,1033.00000000,1036.60000000,199.94000000,1722290399999,207091.18100000,124,89.44600000,92616.23990000,0
1722290400000,1038.20000000,1042.00000000,1035.20000000,1040.80000000,36.03200000,1722291299999,37420.10930000,64,10.49800000,10889.76100000,0
1722291300000,1041.40000000,1046.00000000,1039.80000000,1042.00000000,21.41200000,1722292199999,22312.78090000,41,13.44800000,14020.40270000,0
1722292200000,1042.60000000,1042.70000000,1039.00000000,1039.50000000,11.16500000,1722293099999,11612.98340000,34,5.60900000,5838.45760000,0
1722293100000,1039.30000000,1039.30000000,1034.90000000,1035.90000000,30.92400000,1722293999999,32043.97150000,50,16.47200000,17064.78840000,0
1722294000000,1036.40000000,1038.00000000,1032.00000000,1032.00000000,190.92900000,1722294899999,197905.70440000,76,21.32600000,22084.16080000,0
1722294900000,1032.50000000,1036.80000000,1025.60000000,1036.80000000,93.68200000,1722295799999,96538.12700000,147,11.60600000,11976.17150000,0
1722295800000,1036.90000000,1036.90000000,1031.70000000,1031.80000000,22.37300000,1722296699999,23159.49380000,46,12.46700000,12904.17800000,0
1722296700000,1031.80000000,1034.50000000,1031.30000000,1031.90000000,15.67400000,1722297599999,16177.23050000,40,7.05500000,7283.38840000,0
