Open time,Open price,High,Low,Close price,Volume,Close time,Quote asset volume,Trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore."
1722297600000,18755.11000000,18755.94000000,18691.45000000,18700.21000000,10.46960000,1722298499999,195979.17287000,104,3.92230000,73459.45854800,0
1722298500000,18703.15000000,18756.15000000,18588.16000000,18709.47000000,25.21000000,1722299399999,470752.63757800,238,11.64360000,217573.06137300,0
1722299400000,18718.01000000,18778.04000000,18700.00000000,18772.35000000,16.74370000,1722300299999,313826.22531800,107,8.02480000,150321.61900900,0
1722300300000,18763.26000000,18849.87000000,18750.91000000,18839.83000000,26.11240000,1722301199999,491476.10640400,96,21.02780000,395862.39552500,0
1722301200000,18839.83000000,18895.39000000,18832.47000000,18895.39000000,7.05850000,1722302099999,133178.01126300,64,5.36120000,101175.69840300,0
1722302100000,18892.18000000,18900.00000000,18850.14000000,18850.14000000,5.44880000,1722302999999,102884.12003100,51,3.40940000,64396.28869900,0
1722303000000,18853.38000000,18856.19000000,18761.14000000,18761.14000000,8.22470000,1722303899999,154766.01030100,55,3.96430000,74618.44640000,0
1722303900000,18761.14000000,18761.86000000,18654.52000000,18663.36000000,11.36220000,1722304799999,212582.06591000,116,2.99940000,56136.91414100,0
1722304800000,18672.13000000,18766.30000000,18672.13000000,18747.63000000,5.44230000,1722305699999,101929.70580800,48,1.79390000,33629.25044300,0
1722305700000,18748.66000000,18748.74000000,18588.15000000,18594.59000000,9.58880000,1722306599999,178849.17114600,75,2.47890000,46281.00876500,0
1722306600000,18654.59000000,18681.66000000,18636.73000000,18667.21000000,3.65390000,1722307499999,68191.09974800,46,1.76520000,32943.58412300,0
1722307500000,18669.22000000,18744.04000000,18669.22000000,18737.83000000,3.69480000,1722308399999,69138.48355000,45,1.23300000,23073.02128300,0
1722308400000,18746.80000000,18785.87000000,18746.80000000,18785.87000000,0.69650000,1722309299999,13070.88770200,20,0.54860000,10296.92431600,0
1722309300000,18773.82000000,18773.82000000,18748.74000000,18764.59000000,0.51000000,1722310199999,9569.76705200,16,0.02460000,461.57011800,0
