Open time,Open price,High,Low,Close price,Close time,Volume,Quote volume,Number of trades,Taker buy base volume,Taker buy quote volume
1722297300000,1032.66310000,1035.15330000,1029.86840000,1029.86840000,1722297600000,0.59622975,616.33638061,10,0.47024975,486.52559776
1722297600000,1029.86840000,1036.42630000,1029.40840000,1031.40530000,1722297900000,21.79817772,22516.47227760,15,21.18748460,21886.73994438
1722297900000,1031.40530000,1034.06150000,1028.03140000,1033.91220000,1722298200000,10.14641990,10449.17141528,10,4.37151790,4509.36426604
1722298200000,1033.91220000,1037.36070000,1035.59640000,1036.14270000,1722298500000,7.42383291,7694.42254969,9,7.42383291,7694.42254969
1722298500000,1036.14270000,1036.75170000,1030.53610000,1036.37050000,1722298800000,1.51173302,1564.82349039,16,1.45351090,1504.82349391
1722298800000,1036.37050000,1033.37860000,1026.30530000,1030.80210000,1722299100000,2.53927568,2609.90935438,12,0.23578110,243.46561434
1722299100000,1030.80210000,1039.24770000,1031.68120000,1039.24770000,1722299400000,8.76079264,9086.14263145,11,8.75694264,9082.17065883
1722299400000,1039.24770000,1040.20490000,1035.21520000,1040.20490000,1722299700000,1.70263188,1768.76621448,15,1.57592265,1637.59489361
1722299700000,1040.20490000,1040.31810000,1035.09150000,1037.05400000,1722300000000,2.66119395,2760.64395681,20,1.44481090,1499.38935279
1722300000000,1037.05400000,1037.99520000,1033.64800000,1034.58260000,1722300300000,1.26384222,1307.67463438,7,0.05765211,59.83286787
1722300300000,1034.58260000,1036.93250000,1032.50180000,1033.13680000,1722300600000,1.71606850,1773.85537317,12,1.56776850,1620.67928589
1722300600000,1033.13680000,1037.96750000,1033.69350000,1035.40560000,1722300900000,4.66732165,4830.41149085,23,3.48426928,3607.02942086
1722300900000,1035.40560000,1038.56190000,1033.03860000,1033.03860000,1722301200000,0.49663716,515.26108683,6,0.45932716,476.71841666
1722301200000,1033.03860000,1037.08170000,1032.56680000,1037.08170000,1722301500000,28.72970909,29714.05343968,14,10.79574063,11195.32976594
1722301500000,1037.08170000,1038.14970000,1035.02610000,1035.06750000,1722301800000,15.42948256,16007.10946507,24,13.69461870,14211.47186383
1722301800000,1035.06750000,1038.14970000,1035.07750000,1038.14970000,1722302100000,3.74788572,3890.48051325,8,3.62180185,3759.97250047
1722302100000,1038.14970000,1039.65870000,1038.14960000,1039.65870000,1722302400000,0.53048078,550.79102238,10,0.53048078,550.79102238
1722302400000,1039.65870000,1041.30550000,1035.43070000,1041.06570000,1722302700000,3.92970950,4075.99133523,13,0.79398993,825.43446653
1722302700000,1041.06570000,1040.78080000,1036.91940000,1038.72640000,1722303000000,0.15863839,164.83876734,9,0.10729564,111.59876661
1722303000000,1038.72640000,1038.27580000,1035.06760000,1037.42490000,1722303300000,1.25194257,1296.28662832,7,0.08924810,92.62315822
1722303300000,1037.42490000,1035.31920000,1033.00000000,1033.00000000,1722303600000,2.29389329,2374.19585976,11,0.33191742,343.43841546
1722303600000,1033.00000000,1032.66030000,1026.56630000,1029.57020000,1722303900000,14.16822655,14589.11931985,29,12.94548739,13329.87648108
1722303900000,1029.57020000,1029.56750000,1025.58740000,1025.58740000,1722304200000,0.35239538,362.04006860,8,0.35162107,361.24552340
1722304200000,1025.58740000,1025.86000000,1021.00580000,1025.86000000,1722304500000,1.59341827,1629.81292967,14,0.87470734,895.48413823
1722304500000,1025.86000000,1024.76270000,1021.81520000,1022.84670000,1722304800000,4.99704896,5111.81693637,14,4.99704896,5111.81693637
1722304800000,1022.84670000,1027.70940000,1022.61050000,1022.61050000,1722305100000,12.08849581,12378.81696397,16,5.38905858,5523.08924286
1722305100000,1022.61050000,1026.29130000,1024.00000000,1024.00000000,1722305400000,8.43692798,8653.14524392,10,8.43692798,8653.14524392
1722305400000,1024.00000000,1027.15920000,1023.74890000,1025.52180000,1722305700000,2.09772355,2151.39647528,7,2.08908355,2142.55128478
1722305700000,1025.52180000,1025.52110000,1021.04960000,1022.52740000,1722306000000,15.77792276,16172.60709865,6,15.75835276,16152.62515797
1722306000000,1022.52740000,1023.15550000,1014.91650000,1014.91650000,1722306300000,2.06364422,2107.87306140,13,1.34740684,1377.50681168
1722306300000,1014.91650000,1019.56540000,1016.16010000,1016.43340000,1722306600000,3.89160636,3960.61871979,10,2.21340662,2255.00263459
1722306300000,1014.91650000,1019.56540000,1016.16010000,1016.43340000,1722306600000,3.89160636,3960.61871979,10,2.21340662,2255.00263459
1722306300000,1014.91650000,1019.56540000,1016.16010000,1016.43340000,1722306600000,3.89160636,3960.61871979,10,2.21340662,2255.00263459
1722306600000,1016.43340000,1020.87340000,1020.24860000,1020.26010000,1722306900000,0.03193153,32.58001092,3,0.03193153,32.58001092
1722306600000,1016.43340000,1020.87340000,1020.24860000,1020.26010000,1722306900000,0.03193153,32.58001092,3,0.03193153,32.58001092
1722306600000,1016.43340000,1020.87340000,1020.24860000,1020.26010000,1722306900000,0.03193153,32.58001092,3,0.03193153,32.58001092
1722306900000,1020.26010000,1019.52320000,1016.46330000,1016.46330000,1722307200000,1.61322914,1643.21426705,9,1.12082568,1142.70417811
1722307200000,1016.46330000,1019.52320000,1016.47120000,1019.52320000,1722307500000,24.11292492,24551.90554541,14,19.18477545,19542.56841814
1722307500000,1019.52320000,1023.97730000,1016.51530000,1017.43470000,1722307800000,27.22071168,27725.17903665,11,15.16637707,15469.79279700
1722307800000,1017.43470000,1022.84870000,1019.55990000,1019.55990000,1722308100000,0.17115922,174.98937718,2,0.14664922,149.99996403
1722308100000,1019.55990000,1025.37810000,1022.91670000,1025.37810000,1722308400000,0.89666741,918.30675876,4,0.89666741,918.30675876
1722308400000,1025.37810000,1025.38600000,1024.56000000,1025.38590000,1722308700000,0.10486145,107.44251347,5,0.10486145,107.44251347
1722308700000,1025.38590000,1028.41990000,1026.13330000,1026.13330000,1722309000000,3.59308866,3693.65721488,10,3.59189866,3692.43611625
1722309000000,1026.13330000,1031.46850000,1027.15980000,1031.46190000,1722309300000,4.41429977,4546.21574612,13,3.61409977,3724.19553443
1722309300000,1031.46190000,1031.45170000,1027.16020000,1027.26250000,1722309600000,0.39126146,401.92555474,3,0.19126146,196.49351474
1722309600000,1027.26250000,1031.43150000,1031.39900000,1031.43150000,1722309900000,0.31259706,322.41300131,2,0.31259706,322.41300131
1722309900000,1031.43150000,1032.43440000,1032.23100000,1032.23100000,1722310200000,0.97827229,1009.99998591,3,0.97827229,1009.99998591
1722310200000,1032.23100000,1032.50970000,1031.51680000,1031.51680000,1722310500000,0.14726071,151.99998336,3,0.14726071,151.99998336
1722310500000,1031.51680000,1035.51990000,1034.09910000,1034.09910000,1722310800000,5.58476739,5780.65675373,8,5.58476739,5780.65675373
1722310800000,1034.09910000,1035.92160000,1034.07900000,1035.92160000,1722311100000,0.90691952,939.09843778,4,0.90691952,939.09843778
1722311100000,1035.92160000,1037.20410000,1031.48330000,1037.19970000,1722311400000,0.02692420,27.89457604,5,0.02584420,26.78057408
1722311400000,1037.19970000,1037.09280000,1037.09280000,1037.09280000,1722311700000,0.00250000,2.59273200,1,0.00250000,2.59273200
1722311700000,1037.09280000,1036.52710000,1036.52710000,1036.52710000,1722312000000,0.28942803,299.99999659,1,0.28942803,299.99999659
1722312000000,1036.52710000,1036.39180000,1031.25000000,1034.20980000,1722312300000,5.36160470,5535.83740199,12,1.01072470,1047.10998582
1722312300000,1034.20980000,1034.41640000,1034.20870000,1034.20980000,1722312600000,0.84341684,872.31577178,6,0.84341684,872.31577178
1722312600000,1034.20980000,1037.53610000,1034.20980000,1037.53610000,1722312900000,0.20276000,209.72784585,3,0.20276000,209.72784585
1722312900000,1037.53610000,1037.53310000,1033.24440000,1033.24440000,1722313200000,0.01645000,17.03744148,2,0.00946000,9.81506313
1722313200000,1033.24440000,1036.48260000,1033.17620000,1036.46780000,1722313500000,0.15120091,156.69497288,4,0.14472091,149.99999111
1722313500000,1036.46780000,1036.45840000,1033.17620000,1033.17620000,1722313800000,0.01043000,10.80711020,2,0.00947000,9.81526105
1722313800000,1033.17620000,1037.76270000,1037.75630000,1037.75630000,1722314100000,0.03785000,39.27913650,2,0.03785000,39.27913650
1722314100000,1037.75630000,1036.92400000,1036.92400000,1036.92400000,1722314400000,0.01894000,19.63934056,1,0.01894000,19.63934056
1722314400000,1036.92400000,1036.92400000,1036.92400000,1036.92400000,1722314700000,0.0,0.0,0,0.0,0.0
1722314700000,1036.92400000,1033.17610000,1033.07270000,1033.07270000,1722315000000,0.40010000,413.35306727,2,0.00000000,0.00000000
1722315000000,1033.07270000,1034.20820000,1033.17610000,1034.20760000,1722315300000,0.15115724,156.31399934,5,0.13758724,142.29379966
1722315300000,1034.20760000,1034.41650000,1034.20980000,1034.41650000,1722315600000,0.41367000,427.84506323,3,0.41367000,427.84506323
1722315600000,1034.41650000,1046.55770000,1039.95330000,1046.55770000,1722315900000,0.84262396,879.21600098,6,0.84262396,879.21600098
1722315900000,1046.55770000,1041.21120000,1041.21120000,1041.21120000,1722316200000,0.48020997,499.99999912,1,0.48020997,499.99999912
1722316200000,1041.21120000,1041.20590000,1041.20590000,1041.20590000,1722316500000,0.09604248,99.99999683,1,0.09604248,99.99999683
1722316500000,1041.20590000,1036.20570000,1036.20560000,1036.20560000,1722316800000,5.41198400,5607.92812801,4,0.00000000,0.00000000
1722316800000,1036.20560000,1033.17610000,1028.85690000,1028.85690000,1722317100000,2.86569034,2959.93711014,12,1.61649272,1669.63003118
1722317100000,1028.85690000,1032.80980000,1027.24050000,1027.24050000,1722317400000,0.75037501,774.46827623,5,0.65587501,677.39404898
1722317400000,1027.24050000,1033.43960000,1033.43960000,1033.43960000,1722317700000,0.00483821,4.99999781,1,0.00483821,4.99999781
1722317700000,1033.43960000,1033.43960000,1033.43960000,1033.43960000,1722318000000,0.0,0.0,0,0.0,0.0
1722318000000,1033.43960000,1030.89010000,1030.72750000,1030.72750000,1722318300000,0.06275554,64.68918099,3,0.06275554,64.68918099
1722318300000,1030.72750000,1026.93400000,1026.93400000,1026.93400000,1722318600000,0.04868862,49.99999929,1,0.00000000,0.00000000
1722318600000,1026.93400000,1030.57120000,1026.94290000,1026.94290000,1722318900000,0.86820497,894.06139793,2,0.67923497,699.99999811
1722318900000,1026.94290000,1026.94290000,1026.94290000,1026.94290000,1722319200000,0.0,0.0,0,0.0,0.0
1722319200000,1026.94290000,1034.20480000,1034.20480000,1034.20480000,1722319500000,0.01483000,15.33725718,1,0.01483000,15.33725718
1722319500000,1034.20480000,1033.90410000,1033.90410000,1033.90410000,1722319800000,0.48360384,499.99999295,2,0.48360384,499.99999295
1722319800000,1033.90410000,1033.90410000,1033.90410000,1033.90410000,1722320100000,0.0,0.0,0,0.0,0.0
1722320100000,1033.90410000,1030.99820000,1030.99530000,1030.99820000,1722320400000,7.67515113,7913.06682837,3,7.24631213,7470.93476267
1722320400000,1030.99820000,1031.29100000,1031.29100000,1031.29100000,1722320700000,0.09696595,100.00011154,1,0.00000000,0.00000000
1722320700000,1031.29100000,1031.29100000,1031.29100000,1031.29100000,1722321000000,0.0,0.0,0,0.0,0.0
1722321000000,1031.29100000,1036.40490000,1034.41600000,1036.40480000,1722321300000,0.31013301,320.91961569,3,0.31013301,320.91961569
1722321300000,1036.40480000,1036.37880000,1034.20980000,1034.20980000,1722321600000,0.06677796,69.10427793,2,0.06677796,69.10427793
1722321600000,1034.20980000,1034.20080000,1033.05680000,1033.05680000,1722321900000,0.53144872,549.13300421,3,0.48389341,499.99999449
1722321900000,1033.05680000,1034.63550000,1034.63550000,1034.63550000,1722322200000,0.57991437,599.99999416,1,0.57991437,599.99999416
1722322200000,1034.63550000,1034.63550000,1034.63550000,1034.63550000,1722322500000,0.0,0.0,0,0.0,0.0
1722322500000,1034.63550000,1031.35470000,1031.35470000,1031.35470000,1722322800000,0.09695985,99.99999701,1,0.00000000,0.00000000
1722322800000,1031.35470000,1034.20150000,1034.20150000,1034.20150000,1722323100000,0.00966929,9.99999422,1,0.00966929,9.99999422
1722323100000,1034.20150000,1034.20650000,1032.11360000,1034.20650000,1722323400000,0.14689000,151.90527938,2,0.14244000,147.31237386
1722323400000,1034.20650000,1034.20650000,1034.20650000,1034.20650000,1722323700000,0.0,0.0,0,0.0,0.0
1722323700000,1034.20650000,1035.70180000,1034.31320000,1035.70180000,1722324000000,2.65685032,2749.20930312,17,0.55399900,573.04983981
1722324000000,1035.70180000,1033.17620000,1033.17620000,1033.17620000,1722324300000,0.01500000,15.49764300,1,0.00000000,0.00000000
1722324300000,1033.17620000,1033.17620000,1033.17620000,1033.17620000,1722324600000,0.0,0.0,0,0.0,0.0
1722324600000,1033.17620000,1038.07860000,1038.07860000,1038.07860000,1722324900000,0.96331819,999.99999803,1,0.96331819,999.99999803
1722324900000,1038.07860000,1037.98840000,1037.98840000,1037.98840000,1722325200000,0.00168000,1.74382051,1,0.00168000,1.74382051
1722325200000,1037.98840000,1037.98840000,1037.98840000,1037.98840000,1722325500000,0.0,0.0,0,0.0,0.0
1722325500000,1037.98840000,1037.40640000,1037.40640000,1037.40640000,1722325800000,0.01988000,20.62363923,1,0.01988000,20.62363923
1722325800000,1037.40640000,1037.40640000,1037.40640000,1037.40640000,1722326100000,0.0,0.0,0,0.0,0.0
1722326100000,1037.40640000,1036.92390000,1036.92150000,1036.92160000,1722326400000,0.51112813,529.99998161,3,0.51112813,529.99998161
1722326400000,1036.92160000,1033.17610000,1032.62450000,1032.74550000,1722326700000,3.62951706,3748.98978704,16,1.56859276,1619.88447792
1722326700000,1032.74550000,1032.74550000,1032.74550000,1032.74550000,1722327000000,0.0,0.0,0,0.0,0.0
1722327000000,1032.74550000,1028.81630000,1028.81630000,1028.81630000,1722327300000,0.93348000,960.37943972,2,0.00000000,0.00000000
1722327300000,1028.81630000,1028.81630000,1028.81630000,1028.81630000,1722327600000,0.0,0.0,0,0.0,0.0
1722327600000,1028.81630000,1028.81630000,1028.81630000,1028.81630000,1722327900000,0.0,0.0,0,0.0,0.0
1722327900000,1028.81630000,1033.31970000,1033.31970000,1033.31970000,1722328200000,0.09677547,99.99999963,1,0.09677547,99.99999963
1722328200000,1033.31970000,1031.89190000,1031.88410000,1031.88410000,1722328500000,0.08279000,85.43005576,2,0.08279000,85.43005576
1722328500000,1031.88410000,1031.88410000,1031.88410000,1031.88410000,1722328800000,0.0,0.0,0,0.0,0.0
1722328800000,1031.88410000,1031.73090000,1026.01220000,1030.95340000,1722329100000,4.02306105,4150.34202205,5,3.97098105,4096.90730668
1722329100000,1030.95340000,1030.95140000,1030.95140000,1030.95140000,1722329400000,0.00775982,7.99999729,1,0.00775982,7.99999729
1722329400000,1030.95140000,1030.92880000,1030.92880000,1030.92880000,1722329700000,0.03075000,31.70106060,1,0.03075000,31.70106060
1722329700000,1030.92880000,1029.38750000,1029.38750000,1029.38750000,1722330000000,0.01144000,11.77619300,1,0.01144000,11.77619300
1722330000000,1029.38750000,1030.66990000,1026.00010000,1030.66990000,1722330300000,0.18869427,194.05342383,2,0.09702427,99.99999466
1722330300000,1030.66990000,1030.65960000,1026.00000000,1030.62010000,1722330600000,1.01292227,1041.73121154,10,0.53170790,548.00524184
1722330600000,1030.62010000,1030.62010000,1030.62010000,1030.62010000,1722330900000,0.0,0.0,0,0.0,0.0
1722330900000,1030.62010000,1030.62010000,1030.62010000,1030.62010000,1722331200000,0.0,0.0,0,0.0,0.0
1722331200000,1030.62010000,1030.85510000,1026.00500000,1030.83830000,1722331500000,0.01961008,20.14781529,3,0.00573008,5.90686589
1722331500000,1030.83830000,1032.73770000,1030.81410000,1032.73770000,1722331800000,0.01301000,13.41760481,2,0.01301000,13.41760481
1722331800000,1032.73770000,1032.24990000,1026.95680000,1026.95680000,1722332100000,0.08817818,91.01667732,2,0.08718818,89.99999009
1722332100000,1026.95680000,1031.95670000,1031.93580000,1031.93580000,1722332400000,0.00191905,1.98035625,2,0.00191905,1.98035625
1722332400000,1031.93580000,1031.88500000,1027.53020000,1027.53020000,1722332700000,0.34650000,356.16771178,3,0.02950000,30.44060750
1722332700000,1027.53020000,1027.53020000,1027.53020000,1027.53020000,1722333000000,0.0,0.0,0,0.0,0.0
1722333000000,1027.53020000,1030.71320000,1025.15020000,1025.15020000,1722333300000,0.12652815,129.99994128,3,0.04851005,49.99994887
1722333300000,1025.15020000,1030.53480000,1025.52450000,1025.54090000,1722333600000,2.05691109,2113.87118656,9,0.89471689,922.01076721
1722333600000,1025.54090000,1030.48300000,1025.25650000,1025.25650000,1722333900000,0.20884970,214.93646168,6,0.15250521,157.15242897
1722333900000,1025.25650000,1029.72870000,1023.83780000,1027.92800000,1722334200000,1.54706403,1587.52140913,9,0.35667664,367.27312752
1722334200000,1027.92800000,1027.90770000,1023.56220000,1023.56220000,1722334500000,2.37333741,2438.70952892,7,2.17794111,2238.70926222
1722334500000,1023.56220000,1027.32990000,1027.31800000,1027.31800000,1722334800000,1.07789563,1107.34159440,2,1.07789563,1107.34159440
1722334800000,1027.31800000,1025.52410000,1019.91160000,1025.52410000,1722335100000,1.47432215,1509.17016334,5,0.97511120,999.99999844
1722335100000,1025.52410000,1026.43290000,1020.12560000,1026.43290000,1722335400000,1.11391166,1138.53727556,9,0.12947166,132.80630476
1722335400000,1026.43290000,1028.98910000,1019.11310000,1019.11310000,1722335700000,0.59223053,607.34668480,9,0.43967034,451.48053195
1722335700000,1019.11310000,1023.35470000,1019.11580000,1023.31190000,1722336000000,3.10660999,3177.45589261,6,2.72466571,2788.20686601
