Open time,Open price,High,Low,Close price,Volume,Close time,Quote asset volume,Trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore."
1722282900000,18729.04000000,18736.38000000,18716.49000000,18728.43000000,4.65000000,1722283199999,87070.57099300,35,2.03000000,38012.89255300,0
1722283200000,18728.96000000,18783.13000000,18725.22000000,18779.29000000,2.56400000,1722283499999,48144.61382400,23,2.09800000,39396.90954900,0
1722283500000,18779.37000000,18783.12000000,18769.62000000,18773.21000000,0.54990000,1722283799999,10325.14099100,13,0.38200000,7172.50469300,0
1722283800000,18773.21000000,18784.99000000,18763.12000000,18779.35000000,1.81390000,1722284099999,34053.46879100,16,1.54290000,28968.28888000,0
1722284100000,18773.14000000,18785.58000000,18764.06000000,18785.58000000,0.97550000,1722284399999,18316.47803100,11,0.89790000,16860.15071600,0
1722284400000,18785.58000000,18803.13000000,18779.34000000,18803.13000000,0.65260000,1722284699999,12262.17884800,8,0.19540000,3673.30507000,0
1722285900000,18794.56000000,18794.56000000,18764.63000000,18767.57000000,0.77600000,1722286199999,14576.24512300,14,0.38330000,7200.96455400,0
1722286200000,18767.17000000,18775.53000000,18758.53000000,18762.94000000,1.68610000,1722286499999,31639.00737900,15,0.06160000,1156.36828600,0
1722286500000,18756.85000000,18794.53000000,18756.85000000,18794.53000000,2.80410000,1722286799999,52655.87738900,24,2.01570000,37855.65901000,0
1722286800000,18769.29000000,18775.35000000,18762.17000000,18775.35000000,2.81710000,1722287099999,52869.51334400,22,1.68750000,31669.94787100,0
1722287100000,18775.57000000,18779.59000000,18756.24000000,18756.24000000,1.75800000,1722287399999,32994.77584200,14,0.63090000,11847.98406900,0
1722287400000,18743.73000000,18743.73000000,18727.14000000,18727.14000000,1.32510000,1722287699999,24824.32899400,27,0.89480000,16763.39170000,0
1722287700000,18726.87000000,18735.80000000,18721.34000000,18735.80000000,1.22270000,1722287999999,22894.21831700,10,1.18430000,22175.13291500,0
1722288000000,18736.56000000,18742.33000000,18728.54000000,18737.95000000,0.53780000,1722288299999,10073.67908900,9,0.19470000,3647.76309000,0
1722288300000,18758.44000000,18775.54000000,18758.19000000,18758.19000000,1.14230000,1722288599999,21437.67292300,14,0.00160000,30.03310400,0
1722288600000,18765.54000000,18786.26000000,18758.44000000,18786.26000000,10.29790000,1722288899999,193256.10603800,30,9.37160000,175877.50438000,0
1722288900000,18786.26000000,18849.96000000,18786.26000000,18849.96000000,4.90690000,1722289199999,92353.45558700,32,2.90070000,54569.86327100,0
1722289200000,18840.78000000,18879.00000000,18840.67000000,18879.00000000,3.48180000,1722289499999,65630.05470400,25,2.68200000,50557.74658300,0
1722289500000,18873.49000000,18873.49000000,18815.60000000,18820.05000000,5.34870000,1722289799999,100794.87864400,43,1.12280000,21134.90861100,0
1722289800000,18809.45000000,18865.83000000,18809.45000000,18865.83000000,2.74600000,1722290099999,51753.25858100,14,2.19220000,41324.02000900,0
1722290100000,18883.51000000,18919.88000000,18883.51000000,18903.04000000,3.10920000,1722290399999,58779.15304200,36,1.00000000,18901.53472900,0
1722290400000,18915.40000000,18922.98000000,18889.70000000,18889.70000000,2.44910000,1722290699999,46299.77436000,17,0.91470000,17302.69802800,0
1722290700000,18881.55000000,18897.31000000,18866.81000000,18897.04000000,1.31190000,1722290999999,24769.28333600,19,0.18080000,3416.14613400,0
1722291000000,18902.21000000,18936.46000000,18902.21000000,18935.33000000,1.40830000,1722291299999,26635.48754700,17,0.93440000,17667.70099000,0
1722291300000,18924.54000000,18944.44000000,18922.82000000,18944.39000000,0.35440000,1722291599999,6710.29621600,10,0.12860000,2436.18456900,0
1722291600000,18940.84000000,18940.84000000,18915.44000000,18916.67000000,3.18370000,1722291899999,60248.20564200,24,2.29700000,43473.40872700,0
1722291900000,18924.13000000,18924.13000000,18899.40000000,18899.40000000,1.31010000,1722292199999,24770.44396100,23,0.04790000,906.19631400,0
1722292200000,18899.68000000,18903.97000000,18880.87000000,18884.50000000,1.36610000,1722292499999,25805.32489400,25,0.72740000,13742.95614400,0
1722292500000,18884.94000000,18884.94000000,18867.92000000,18870.19000000,2.54730000,1722292799999,48085.12685700,20,0.66480000,12546.42001600,0
1722292800000,18865.60000000,18871.46000000,18850.14000000,18850.33000000,0.44290000,1722293099999,8351.93994700,14,0.02360000,445.05862700,0
1722293100000,18850.81000000,18854.04000000,18836.57000000,18845.93000000,1.49120000,1722293399999,28097.42937800,24,0.25350000,4778.11353600,0
1722293400000,18845.93000000,18845.93000000,18818.53000000,18818.53000000,0.27500000,1722293699999,5178.83389100,9,0.06270000,1180.07631100,0
1722293700000,18818.53000000,18836.13000000,18803.13000000,18803.13000000,1.71840000,1722293999999,32327.68801200,18,0.65780000,12372.86236400,0
1722294000000,18810.01000000,18827.25000000,18801.15000000,18821.05000000,5.96630000,1722294299999,112247.27818900,42,1.90940000,35930.57059300,0
1722294300000,18827.25000000,18841.71000000,18820.33000000,18834.22000000,1.05800000,1722294599999,19928.34666400,19,0.43560000,8207.01469900,0
1722294600000,18834.90000000,18844.27000000,18780.19000000,18780.19000000,3.49750000,1722294899999,65757.90884300,36,0.60680000,11405.50456800,0
1722294900000,18785.16000000,18807.46000000,18728.54000000,18777.28000000,6.44440000,1722295199999,120905.89061700,50,2.96270000,55610.55105600,0
1722295200000,18777.46000000,18824.54000000,18777.46000000,18824.54000000,5.26720000,1722295499999,99076.86047100,30,2.27480000,42779.62162000,0
1722295500000,18817.61000000,18841.56000000,18817.61000000,18831.73000000,4.52870000,1722295799999,85262.20533000,25,1.77820000,33483.78949500,0
1722295800000,18836.95000000,18849.27000000,18815.99000000,18843.59000000,0.26930000,1722296099999,5073.02522100,19,0.21110000,3977.00394400,0
1722296100000,18832.77000000,18832.77000000,18797.34000000,18800.09000000,2.88590000,1722296399999,54277.51930500,30,0.80720000,15175.78804900,0
1722296400000,18800.41000000,18800.41000000,18756.24000000,18756.24000000,0.79940000,1722296699999,15004.55679300,23,0.19180000,3601.11965500,0
1722296700000,18753.40000000,18756.24000000,18720.80000000,18745.81000000,1.27080000,1722296999999,23812.32743900,24,0.64290000,12047.33571600,0
1722297000000,18743.97000000,18753.77000000,18743.97000000,18745.24000000,0.41880000,1722297299999,7851.58684400,5,0.01060000,198.68629400,0
