Close_price_lag_1,High_lag_1,Low_lag_1,Volume_lag_1,Trades_lag_1,kandle_size_lag_1,Taker_buy_base_asset_volume_lag_1,Taker_buy_quote_asset_volume_lag_1,Open_time_lag_1
342459.0,343043.0,342164.0,0.39543,136,-29.0,0.20455,70110.06537,1722806100000
