Open time,Open price,High,Low,Close price,Volume,Close time,Quote asset volume,Trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore."
1721702700000,377172.00000000,377172.00000000,377156.00000000,377156.00000000,0.06490000,1721702759999,24478.29930000,5,0.00027000,101.83212000,0
1721702760000,377345.00000000,377345.00000000,377345.00000000,377345.00000000,0.00000000,1721702819999,0.00000000,0,0.00000000,0.00000000,0
1721702820000,377265.00000000,377265.00000000,377265.00000000,377265.00000000,0.00000000,1721702879999,0.00000000,0,0.00000000,0.00000000,0
1721702880000,377156.00000000,377156.00000000,377156.00000000,377156.00000000,0.00000000,1721702939999,0.00000000,0,0.00000000,0.00000000,0
1721702940000,376541.00000000,376541.00000000,376541.00000000,376541.00000000,0.00000000,1721702999999,0.00000000,0,0.00000000,0.00000000,0
1721703000000,376656.00000000,376656.00000000,376656.00000000,376656.00000000,0.00000000,1721703059999,0.00000000,0,0.00000000,0.00000000,0
1721703060000,376894.00000000,376894.00000000,376894.00000000,376894.00000000,0.00000000,1721703119999,0.00000000,0,0.00000000,0.00000000,0
1721703120000,376988.00000000,376988.00000000,376988.00000000,376988.00000000,0.00000000,1721703179999,0.00000000,0,0.00000000,0.00000000,0
1721703180000,376861.00000000,376861.00000000,376861.00000000,376861.00000000,0.00000000,1721703239999,0.00000000,0,0.00000000,0.00000000,0
1721703240000,376726.00000000,376726.00000000,376726.00000000,376726.00000000,0.00159000,1721703299999,598.99434000,1,0.00159000,598.99434000,0
1721703300000,376820.00000000,376820.00000000,376820.00000000,376820.00000000,0.00027000,1721703359999,101.74140000,1,0.00027000,101.74140000,0
1721703360000,376911.00000000,376911.00000000,376911.00000000,376911.00000000,0.00000000,1721703419999,0.00000000,0,0.00000000,0.00000000,0
1721703420000,376919.00000000,376919.00000000,376919.00000000,376919.00000000,0.00000000,1721703479999,0.00000000,0,0.00000000,0.00000000,0
1721703480000,377092.00000000,377092.00000000,377089.00000000,377089.00000000,0.00086000,1721703539999,324.29735000,3,0.00086000,324.29735000,0
1721703540000,376925.00000000,376925.00000000,376925.00000000,376925.00000000,0.00000000,1721703599999,0.00000000,0,0.00000000,0.00000000,0
1721703600000,377113.00000000,377113.00000000,377113.00000000,377113.00000000,0.00079000,1721703659999,297.91927000,1,0.00000000,0.00000000,0
1721703660000,377199.00000000,377200.00000000,377199.00000000,377200.00000000,0.11755000,1721703719999,44339.85945000,5,0.11755000,44339.85945000,0
1721703720000,377389.00000000,377389.00000000,377389.00000000,377389.00000000,0.00003000,1721703779999,11.32167000,1,0.00003000,11.32167000,0
